src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,Label
192.168.1.50,8.8.8.8,23764,443,6,2026-04-26 20:52:40,11.828815,1363.4501849931712,2.620718981571696,1.4371684737651236,1.1835505078065722,17,14,2694,13434,248,54,158.47058823529412,71.66927116321014,1781,54,959.5714285714286,464.14325286884593,1781,54,520.258064516129,508.964981857833,259045.35275754423,340,280,20,12,0.3942938333333333,2.998771,0.0,0.6576113936534801,11.828815,3.044281,0.0,0.7393009375,0.7992747139550541,11.749899,3.014566,0.11058,0.9038383846153848,0.7979677181770565,12,12,0,0,2,3,0,24,29,0,0,0.8235294117647058,520.258064516129,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.47058823529412,959.5714285714286,0,17,14,2694,13434,Benign
192.168.1.50,8.8.8.8,56222,443,6,2026-04-26 20:52:42,10.517584,616.0159975903211,1.4261830473614474,0.8557098284168684,0.5704732189445789,9,6,1000,5479,202,54,111.11111111111111,64.81502645468092,1597,54,913.1666666666666,620.733280528405,1597,54,431.9333333333333,557.7049956941592,311034.8622222221,180,120,20,4,0.7512559999999999,3.37336,0.0,1.173961574003778,10.517584,3.512771,0.0,1.314698,1.3696829915200268,10.462993,3.428063,0.835799,2.0925986,1.1216510674420277,4,4,0,0,2,3,0,8,13,0,0,0.6666666666666666,431.9333333333333,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.11111111111111,913.1666666666666,0,9,6,1000,5479,Benign
192.168.1.50,8.8.8.8,51669,443,6,2026-04-26 20:52:43,10.176678,622.1087077728115,1.6704861841948817,0.982638931879342,0.6878472523155394,10,7,1330,5001,247,54,133.0,81.63822634036093,1293,54,714.4285714285714,446.8169510606128,1293,54,372.4117647058824,409.8905246703477,168010.24221453286,200,140,20,5,0.636042375,6.832448,0.0,1.631070284329276,10.176678,6.94746,0.0,1.1307420000000004,2.095624088638779,10.121207,6.967552,0.037472,1.6868678333333331,2.3904369714297995,5,5,0,0,2,3,0,10,15,0,0,0.7,372.4117647058824,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,714.4285714285714,0,10,7,1330,5001,Benign
192.168.1.50,8.8.8.8,11836,443,6,2026-04-26 20:52:45,10.508357,587.7227048909739,1.617760036131243,0.951623550665437,0.666136485465806,10,7,1280,4896,216,54,128.0,75.85644336508271,1493,54,699.4285714285714,476.0686796619812,1493,54,363.2941176470589,419.28296842640384,175798.20761245678,200,140,20,5,0.6567723125,3.949825,0.0,1.0302990234727805,10.508357,4.068857,0.0,1.1675952222222223,1.2133962558417757,10.437554,4.029408,0.447188,1.7395923333333334,1.1104440901355137,5,5,0,0,2,3,0,10,15,0,0,0.7,363.2941176470589,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,699.4285714285714,0,10,7,1280,4896,Benign
192.168.1.50,8.8.8.8,17043,443,6,2026-04-26 20:52:46,10.967476,1663.6462208807204,3.191253849108036,1.732394946658648,1.4588589024493877,19,16,2961,15285,257,54,155.8421052631579,66.84173228242395,1393,54,955.3125,408.78260095526326,1393,54,521.3142857142857,487.267586880648,237429.7012244898,380,320,20,14,0.3225728235294117,1.667953,0.0,0.4637917528588139,10.967476,1.7475,0.0,0.6093042222222222,0.5642346707516057,10.940482,1.784842,0.082208,0.7293654666666668,0.5495913962081123,14,14,0,0,2,3,0,28,33,0,0,0.8421052631578947,521.3142857142857,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.8421052631579,955.3125,0,19,16,2961,15285,Benign
192.168.1.50,8.8.8.8,5520,443,6,2026-04-26 20:52:48,13.736815,1014.8640714750836,1.965521119706424,1.09195617761468,0.873564942091744,15,12,2431,11510,262,54,162.06666666666666,81.61655605465243,1474,54,959.1666666666666,431.78907530825234,1474,54,516.3333333333334,493.4012715982953,243444.8148148148,300,240,20,10,0.5283390384615385,4.352277,0.0,1.0329743250766572,13.736815,4.47453,0.0,0.9812010714285714,1.316620590775949,13.661122,4.380017,0.175715,1.241920181818182,1.3576971413426364,10,10,0,0,2,3,0,20,25,0,0,0.8,516.3333333333334,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.06666666666666,959.1666666666666,0,15,12,2431,11510,Benign
192.168.1.50,8.8.8.8,49324,443,6,2026-04-26 20:52:49,10.616419,1757.2780426243537,3.2967802043231336,1.789680682346844,1.5070995219762895,19,16,2936,15720,235,54,154.52631578947367,67.8577214479738,1552,54,982.5,400.5207547680894,1552,54,533.0285714285715,495.9425937813071,245959.0563265306,380,320,20,14,0.3122476176470588,2.329813,0.0,0.5135683939100554,10.616419,2.401821,0.0,0.5898010555555556,0.6426867202432709,10.538781,2.358862,0.140356,0.7025853999999999,0.6295203217006633,14,14,0,0,2,3,0,28,33,0,0,0.8421052631578947,533.0285714285715,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.52631578947367,982.5,0,19,16,2936,15720,Benign
192.168.1.50,8.8.8.8,45816,443,6,2026-04-26 20:52:51,10.757934,513.7603558452765,1.3943197643711145,0.8365918586226686,0.5577279057484458,9,6,1046,4481,230,54,116.22222222222224,73.13728001775196,1306,54,746.8333333333334,505.2878442586518,1306,54,368.4666666666666,448.0810740132737,200776.64888888889,180,120,20,4,0.7684238571428572,4.027936,0.0,1.1624562924748034,10.757934,4.027936,0.0,1.3447417499999998,1.3030840561346908,10.706814,4.130539,0.98806,2.1413628,1.0819088200630216,4,4,0,0,2,3,0,8,13,0,0,0.6666666666666666,368.4666666666666,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.22222222222224,746.8333333333334,0,9,6,1046,4481,Benign
192.168.1.50,8.8.8.8,51237,443,6,2026-04-26 20:52:52,10.326296,817.1371419141966,1.8399627514067,1.0652415929196684,0.7747211584870316,11,8,1475,6963,244,54,134.0909090909091,75.97302696645883,1303,54,870.375,481.9216579227375,1303,54,444.10526315789474,482.9908896097145,233280.1994459834,220,160,20,6,0.573683111111111,3.186242,0.0,0.9286089863045388,10.326296,3.33517,0.0,1.0326296,1.1223551550931816,10.23718,3.206123,0.181015,1.4624542857142857,1.062012502521337,6,6,0,0,2,3,0,12,17,0,0,0.7272727272727273,444.10526315789474,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0909090909091,870.375,0,11,8,1475,6963,Benign
192.168.1.50,8.8.8.8,32057,443,6,2026-04-26 20:52:54,10.429885,1233.5706481902723,2.5887150241829127,1.4381750134349516,1.1505400107479613,15,12,2249,10617,247,54,149.93333333333334,70.07659301713296,1606,54,884.75,502.1251711475935,1606,54,476.5185185185185,498.1045829773005,248108.17558299043,300,240,20,10,0.4011494230769231,1.755944,0.0,0.5530264017040286,10.429885,1.843662,0.0,0.7449917857142859,0.6430864948736543,10.382274,1.886653,0.07919,0.943843090909091,0.5978992313911121,10,10,0,0,2,3,0,20,25,0,0,0.8,476.5185185185185,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.93333333333334,884.75,0,15,12,2249,10617,Benign
192.168.1.50,8.8.8.8,63255,443,6,2026-04-26 20:52:55,10.248805,848.879454726673,2.049019373478176,1.1708682134161006,0.8781511600620755,12,9,1665,7035,251,54,138.75,75.46204896060888,1193,54,781.6666666666666,481.6404837174255,1193,54,414.2857142857143,451.5523639789365,203899.537414966,240,180,20,7,0.5124402499999999,5.264557,0.0,1.179144882870204,10.248805,5.355732,0.0,0.9317095454545452,1.5130135438419434,10.189243,5.373185,0.156668,1.273655375,1.6456779466750124,7,7,0,0,2,3,0,14,19,0,0,0.75,414.2857142857143,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.75,781.6666666666666,0,12,9,1665,7035,Benign
192.168.1.50,8.8.8.8,18941,443,6,2026-04-26 20:52:57,11.028712,1419.6580706795137,2.6295001628476653,1.4507587105366428,1.1787414523110222,16,13,2546,13111,251,54,159.125,72.52402619132504,1479,54,1008.5384615384615,435.11848348990674,1479,54,539.8965517241379,515.9638015121487,266218.644470868,320,260,20,11,0.3938825714285713,1.759997,0.0,0.5120392477260081,11.028712,1.866796,0.0,0.7352474666666666,0.5843941913854457,10.988272,1.780722,0.188586,0.9156893333333334,0.5093344081246841,11,11,0,0,2,3,0,22,27,0,0,0.8125,539.8965517241379,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.125,1008.5384615384615,0,16,13,2546,13111,Benign
192.168.1.50,8.8.8.8,30810,443,6,2026-04-26 20:52:58,10.779574,1581.97346203106,3.0613454668987847,1.6698248001266098,1.391520666772175,18,15,2904,14149,262,54,161.33333333333334,71.16725214435203,1644,54,943.2666666666668,437.08511248446285,1644,54,516.7575757575758,491.1132085932215,241192.1836547291,360,300,20,13,0.3368616875,2.242769,0.0,0.4906355259146318,10.779574,2.242769,0.0,0.6340925882352941,0.5818830317732714,10.705625,2.379908,0.11871,0.7646875,0.5876946848113701,13,13,0,0,2,3,0,26,31,0,0,0.8333333333333334,516.7575757575758,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.33333333333334,943.2666666666668,0,18,15,2904,14149,Benign
192.168.1.50,8.8.8.8,5741,443,6,2026-04-26 20:53:00,10.98936,1198.249943581792,2.6389161880218683,1.4559537589086171,1.1829624291132514,16,13,2485,10683,247,54,155.3125,71.96155114886004,1284,54,821.7692307692307,395.6033666042784,1284,54,454.0689655172414,427.62833774640967,182865.9952437574,320,260,20,11,0.3924771428571429,1.897656,0.0,0.53162463768754,10.98936,2.041473,0.0,0.7326239999999999,0.636074683223912,10.931983,1.954361,0.058076,0.9109985833333332,0.5819560458370057,11,11,0,0,2,3,0,22,27,0,0,0.8125,454.0689655172414,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.3125,821.7692307692307,0,16,13,2485,10683,Benign
192.168.1.50,8.8.8.8,32863,443,6,2026-04-26 20:53:01,10.748419,1701.3664986450565,3.256292855721385,1.767701835963038,1.4885910197583476,19,16,3097,15190,243,54,163.0,70.33678381824646,1667,54,949.375,492.91059977951375,1667,54,522.4857142857143,516.9275368630955,267214.0783673469,380,320,20,14,0.3161299705882353,1.423247,0.0,0.374371610088982,10.748419,1.49475,0.0,0.5971343888888889,0.4492330280540056,10.705272,1.438643,0.233925,0.7136848,0.375542810871446,14,14,0,0,2,3,0,28,33,0,0,0.8421052631578947,522.4857142857143,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.0,949.375,0,19,16,3097,15190,Benign
192.168.1.50,8.8.8.8,20715,443,6,2026-04-26 20:53:03,10.549167,1246.1647445717751,2.5594437930502,1.4219132183612222,1.1375305746889777,15,12,2275,10871,227,54,151.66666666666666,71.66744185627266,1473,54,905.9166666666666,443.8607999386995,1473,54,486.8888888888889,480.50176962971113,230881.950617284,300,240,20,10,0.4057371923076924,2.337803,0.0,0.6182798071179186,10.549167,2.438274,0.0,0.7535119285714286,0.7479012678709158,10.480629,2.371554,0.183341,0.9527844545454544,0.6878756049860871,10,10,0,0,2,3,0,20,25,0,0,0.8,486.8888888888889,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.66666666666666,905.9166666666666,0,15,12,2275,10871,Benign
192.168.1.50,8.8.8.8,62119,443,6,2026-04-26 20:53:04,11.471503,563.2217504541471,1.4819330997864884,0.8717253528155814,0.610207746970907,10,7,1384,5077,287,54,138.4,88.1478303760223,1391,54,725.2857142857143,459.5276190318284,1391,54,380.05882352941177,418.2682042152373,174948.29065743944,200,140,20,5,0.7169689374999999,3.37366,0.0,1.1039104814985266,11.471503,3.420594,0.0,1.2746114444444443,1.2635898992656782,11.448623,3.425135,0.314929,1.908103833333333,1.084755281840781,5,5,0,0,2,3,0,10,15,0,0,0.7,380.05882352941177,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.4,725.2857142857143,0,10,7,1384,5077,Benign
192.168.1.50,8.8.8.8,31079,443,6,2026-04-26 20:53:06,11.270274,931.5656389542968,2.0407667107294816,1.1534768364992722,0.8872898742302094,13,10,2019,8480,268,54,155.30769230769232,82.86261532048987,1707,54,848.0,498.0660598755952,1707,54,456.4782608695652,479.22036952835,229652.1625708884,260,200,20,8,0.5122851818181818,3.679073,0.0,0.867370069610462,11.270274,3.721524,0.0,0.9391895,1.0446297456198297,11.229472,3.757076,0.306621,1.247719111111111,1.0501534424817742,8,8,0,0,2,3,0,16,21,0,0,0.7692307692307693,456.4782608695652,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.30769230769232,848.0,0,13,10,2019,8480,Benign
192.168.1.50,8.8.8.8,5825,443,6,2026-04-26 20:53:07,11.500146,1238.2451492354965,2.521707115718357,1.3912866845342655,1.130420431184091,16,13,2518,11722,293,54,157.375,76.54236980261325,1579,54,901.6923076923076,442.62597244094246,1579,54,491.0344827586207,477.5745822063399,228077.48156956007,320,260,20,11,0.4107195,2.567847,0.0,0.582558558935893,11.500146,2.716793,0.0,0.7666763999999999,0.723815142373226,11.434907,2.684005,0.349528,0.9529089166666666,0.6802892916506744,11,11,0,0,2,3,0,22,27,0,0,0.8125,491.0344827586207,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.375,901.6923076923076,0,16,13,2518,11722,Benign
192.168.1.50,8.8.8.8,42941,443,6,2026-04-26 20:53:09,11.077665,591.4603844763315,1.5346194346913362,0.9027173145243154,0.6319021201670207,10,7,1399,5153,258,54,139.9,87.44764147762933,1313,54,736.1428571428571,508.467003725464,1313,54,385.4117647058824,443.9189193089378,197064.0069204152,200,140,20,5,0.6923540625,3.217256,0.0,1.136372316710201,11.077665,3.270745,0.0,1.230851666666667,1.3209261437048208,11.007719,3.303529,0.382538,1.8346198333333328,1.2763798720129542,5,5,0,0,2,3,0,10,15,0,0,0.7,385.4117647058824,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.9,736.1428571428571,0,10,7,1399,5153,Benign
192.168.1.50,8.8.8.8,3479,443,6,2026-04-26 20:53:10,11.493079,1217.7763678471192,2.175222148912402,1.218124403390945,0.9570977455214568,14,11,2306,11690,287,54,164.71428571428572,85.77581125188131,1569,54,1062.7272727272727,508.0281114106493,1569,54,559.84,562.4807680267833,316384.6144,280,220,20,9,0.4788782916666667,2.214048,0.0,0.7016637817113976,11.493079,2.306129,0.0,0.8840830000000002,0.8330938912136726,11.431351,2.290876,0.082605,1.1431351,0.7775845016750847,9,9,0,0,2,3,0,18,23,0,0,0.7857142857142857,559.84,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.71428571428572,1062.7272727272727,0,14,11,2306,11690,Benign
192.168.1.50,8.8.8.8,44346,443,6,2026-04-26 20:53:12,11.417818,1086.8101067997404,2.189560211942422,1.2261537186877562,0.9634064932546657,14,11,2173,10236,252,54,155.21428571428572,78.4302953232346,1409,54,930.5454545454544,453.345816956621,1409,54,496.36,491.9299852621306,241995.1104,280,220,20,9,0.4757424166666666,1.752445,0.0,0.5899827790844773,11.417818,1.846422,0.0,0.8782936923076924,0.655584216646776,11.334121,1.783722,0.352684,1.1334121,0.496290916448498,9,9,0,0,2,3,0,18,23,0,0,0.7857142857142857,496.36,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.21428571428572,930.5454545454544,0,14,11,2173,10236,Benign
192.168.1.50,8.8.8.8,55570,443,6,2026-04-26 20:53:13,10.453379,1293.840010966789,2.582896879564015,1.434942710868897,1.1479541686951176,15,12,2392,11133,255,54,159.46666666666667,76.35519337645316,1560,54,927.75,446.9293614953784,1560,54,500.9259259259259,487.60426622308944,237757.92043895743,300,240,20,10,0.4020530384615384,2.178207,0.0,0.6143776165845513,10.453379,2.301738,0.0,0.7466699285714286,0.7450022887279766,10.378687,2.269442,0.148275,0.943517,0.7125534977286077,10,10,0,0,2,3,0,20,25,0,0,0.8,500.9259259259259,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.46666666666667,927.75,0,15,12,2392,11133,Benign
192.168.1.50,8.8.8.8,11614,443,6,2026-04-26 20:53:15,10.903366,1285.5663104402806,2.659729114843985,1.4674367530173709,1.192292361826614,16,13,2575,11442,234,54,160.9375,73.47488410164388,1579,54,880.1538461538462,410.215861778208,1579,54,483.3448275862069,454.254544764016,206347.1914387634,320,260,20,11,0.3894059285714286,2.645903,0.0,0.703811202353704,10.903366,2.746507,0.0,0.7268910666666667,0.8909895750782921,10.835693,2.773412,0.194928,0.9029744166666668,0.907084516621564,11,11,0,0,2,3,0,22,27,0,0,0.8125,483.3448275862069,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.9375,880.1538461538462,0,16,13,2575,11442,Benign
192.168.1.50,8.8.8.8,50080,443,6,2026-04-26 20:53:16,13.375677,1153.8855192152143,2.168114555995932,1.1962011343425831,0.9719134216533488,16,13,2424,13010,252,54,151.5,69.92585358792554,1636,54,1000.7692307692308,489.2943354930263,1636,54,532.2068965517242,537.032483401423,288403.8882282996,320,260,20,11,0.47770275,4.387339,0.0,1.0561152470117487,13.375677,4.516047,0.0,0.8917117999999999,1.3624765027883698,13.316957,4.478679,0.081995,1.1097464166666666,1.433642413669488,11,11,0,0,2,3,0,22,27,0,0,0.8125,532.2068965517242,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.5,1000.7692307692308,0,16,13,2424,13010,Benign
